gene_symbol,OG,TargetSpecies_Count,Reference_Count
NPY2R,NA,1,1
NPY4R,NA,1,1
NPY5R,OG0010927,NA,NA
NR1D1,OG0011483,NA,NA
NR1D2,OG0004267,NA,NA
NR1H3,NA,2,2
NR1H4,OG0006773,NA,NA
NR2C2AP,OG0012208,1,1
NR2E1,OG0007478,NA,NA
NR2E3,OG0007708,NA,NA
NR2F6,NA,1,1
NR3C1,OG0003855,NA,NA
NR3C2,OG0006025,NA,NA
NR4A1,OG0008700,NA,NA
NR4A2,OG0004275,NA,NA
NR4A3,OG0011732,NA,NA
NR5A2,NA,1,1
NR6A1,OG0005004,NA,NA
NRAP,OG0010613,NA,NA
NRARP,OG0011405,NA,NA
NRBF2,OG0004436,NA,NA
NRCAM,OG0004948,NA,NA
NRDE2,OG0010454,2,2
NRF1,OG0006603,NA,NA
NRG1,OG0006863,1,1
NRG2,OG0005382,NA,NA
NRG3,OG0003757,NA,NA
NRG4,OG0012290,NA,NA
NRIP1,OG0007048,NA,NA
NRM,OG0011133,NA,NA
NRP1,OG0005522,NA,NA
NRP2,OG0007938,NA,NA
NRROS,OG0005960,NA,NA
NRSN1,OG0005775,NA,NA
NRSN2,OG0012659,NA,NA
NSA2,OG0003675,NA,NA
NSD1,NA,2,2
NSDHL,OG0010611,NA,NA
NSF,OG0004324,NA,NA
NSFL1C,OG0004651,1,1
NSG1,NA,1,1
NSL1,OG0011209,NA,NA
NSMAF,OG0007614,NA,NA
NSMCE1,OG0007470,NA,NA
NSMCE2,OG0008180,NA,NA
NSMF,OG0007139,NA,NA
NSRP1,OG0009600,NA,NA
NSUN2,OG0005452,NA,NA
NSUN3,OG0009154,1,1
NSUN4,OG0009891,NA,NA
NSUN5,OG0010383,NA,NA
NSUN6,OG0004686,NA,NA
NSUN7,OG0006784,1,1
NT5C3A,NA,1,1
NT5DC1,NA,1,1
NT5E,OG0007573,NA,NA
NTAN1,OG0005763,NA,NA
NTF3,OG0009866,NA,NA
NTF4,OG0012295,NA,NA
NTHL1,OG0009616,NA,NA
NTMT1,OG0011964,NA,NA
NTN1,NA,1,1
NTPCR,OG0008892,NA,NA
NTRK1,OG0011365,NA,NA
NTRK3,NA,1,1
NTS,OG0009655,NA,NA
NUB1,OG0007952,1,1
NUBP2,NA,1,1
NUBPL,OG0011329,NA,NA
NUCB2,NA,1,1
NUCKS1,OG0004982,NA,NA
NUDC,OG0008206,NA,NA
NUDCD1,OG0011057,NA,NA
NUDCD2,OG0007514,NA,NA
NUDCD3,OG0008576,NA,NA
NUDT1,OG0011286,NA,NA
NUDT12,OG0009930,NA,NA
NUDT13,OG0007529,1,1
NUDT14,OG0010432,1,1
NUDT15,OG0004983,NA,NA
NUDT18,OG0012153,1,1
NUDT19,OG0006953,NA,NA
NUDT2,OG0008188,NA,NA
NUDT21,OG0007141,NA,NA
NUDT22,OG0012092,NA,NA
NUDT5,OG0009542,1,1
NUDT6,OG0007379,NA,NA
NUDT7,OG0007473,NA,NA
NUDT8,OG0008513,NA,NA
NUDT9,OG0007760,NA,NA
NUF2,OG0005862,1,1
NUFIP1,OG0004768,NA,NA
NUFIP2,OG0006859,NA,NA
NUGGC,NA,1,1
NUMA1,OG0006648,1,1
NUP107,OG0011763,NA,NA
NUP133,OG0005815,NA,NA
NUP153,OG0005794,NA,NA
NUP155,OG0010686,NA,NA
NUP160,OG0010724,1,1
NUP188,OG0007830,NA,NA
NUP205,OG0010281,1,1
NUP210,NA,1,1
NUP214,OG0005392,1,1
NUP35,OG0008998,NA,NA
NUP37,OG0009728,NA,NA
NUP43,OG0009098,NA,NA
NUP50,OG0007213,NA,NA
NUP54,OG0009916,NA,NA
NUP58,NA,1,1
NUP85,OG0006224,1,1
NUP88,OG0005397,NA,NA
NUP93,OG0007558,NA,NA
NUP98,OG0004788,1,1
NUPL1,OG0008906,NA,NA
NUPL2,OG0005997,NA,NA
NUS1,OG0005361,NA,NA
NUSAP1,OG0004322,NA,NA
NUTM1,NA,1,1
NVL,OG0004900,NA,NA
NXN,OG0005817,NA,NA
NXNL1,OG0005777,NA,NA
NXNL2,OG0011703,NA,NA
NXPE3,OG0003326,NA,NA
NYAP1,OG0009734,NA,NA
NYAP2,OG0008967,NA,NA
NYNRIN,NA,1,1
OAF,OG0006586,NA,NA
OAT,OG0007245,NA,NA
OBFC1,OG0008676,NA,NA
OBSCN,NA,2,2
OBSL1,OG0006666,NA,NA
OC90,OG0012691,NA,NA
OCA2,OG0005887,NA,NA
OCIAD1,OG0008588,NA,NA
OCIAD2,OG0012149,NA,NA
OCRL,OG0006725,NA,NA
OCSTAMP,NA,1,1
ODAM,NA,1,1
ODAPH,NA,1,1
ODF2,OG0004088,NA,NA
ODF2L,OG0011165,1,1
ODF3L1,NA,1,1
OFD1,OG0007637,1,1
OGDHL,NA,1,1
OGFOD1,OG0004906,NA,NA
OGFOD2,OG0009422,NA,NA
OGFOD3,OG0009787,NA,NA
OGG1,OG0008494,1,1
OGN,OG0004826,NA,NA
OGT,OG0000631,NA,NA
OIP5,OG0009428,NA,NA
OIT3,OG0008296,NA,NA
OLA1,OG0004720,NA,NA
OLAH,OG0011769,1,1
OLFM4,NA,1,1
OLFML1,OG0011683,NA,NA
OLFML2A,OG0007115,1,1
OLFML3,OG0007659,NA,NA
OLIG1,OG0011046,1,1
OMA1,OG0009062,1,1
OMD,OG0011695,NA,NA
OPA1,OG0004911,NA,NA
OPA3,OG0005404,NA,NA
OPHN1,OG0008088,NA,NA
OPLAH,OG0004657,NA,NA
OPN4,OG0004289,NA,NA
OPTN,OG0004091,1,1
OR10A2,NA,1,1
OR13D1,NA,1,1
OR1J1,NA,1,1
OR1J2,NA,1,1
OR1L6,NA,1,1
OR1N1,NA,1,1
OR3A1,NA,1,1
OR4E2,NA,1,1
OR51A7,NA,1,1
OR51B4,NA,1,1
OR51D1,NA,1,1
OR51I2,NA,1,1
OR52I1,NA,1,1
OR52W1,NA,1,1
OR56B4,NA,1,1
OR5H1,NA,1,1
OR6A2,NA,1,1
OR8B12,NA,1,1
OR9I1,NA,1,1
ORAOV1,OG0008263,NA,NA
ORC1,OG0007653,NA,NA
ORC2,OG0010476,1,1
ORC3,OG0010190,NA,NA
ORC4,OG0007775,NA,NA
ORC5,OG0011413,NA,NA
ORC6,OG0006812,1,1
OS9,OG0009130,1,1
OSBPL1A,OG0009213,NA,NA
OSBPL2,OG0005549,NA,NA
OSBPL3,NA,1,1
OSBPL9,OG0004328,NA,NA
OSCP1,OG0007142,NA,NA
OSER1,OG0005531,NA,NA
OSGEP,OG0010780,NA,NA
OSGEPL1,OG0009725,NA,NA
OSMR,NA,1,1
OSTF1,OG0006928,NA,NA
OSTM1,OG0010252,NA,NA
OSTN,OG0012059,NA,NA
OTC,OG0009336,NA,NA
OTOG,NA,1,1
OTOL1,OG0005075,NA,NA
OTOP1,OG0004526,NA,NA
OTOS,OG0011880,NA,NA
OTP,OG0006857,NA,NA
OTUD1,OG0008613,NA,NA
OTUD3,OG0009809,NA,NA
OTUD4,NA,2,2
OTUD5,OG0005928,NA,NA
OTUD7B,NA,1,1
OTULIN,OG0006667,NA,NA
OVCA2,OG0011064,NA,NA
OVCH2,NA,1,1
OXA1L,OG0007394,1,1
OXGR1,NA,1,1
OXNAD1,OG0008451,NA,NA
OXR1,OG0009427,NA,NA
OXSM,OG0010331,NA,NA
P2RX1,NA,1,1
P2RX2,OG0008727,NA,NA
P2RX3,OG0005260,NA,NA
P2RX5,NA,1,1
P2RY1,OG0006417,NA,NA
P2RY13,NA,1,1
P2RY2,NA,1,1
P2RY4,NA,1,1
P2RY6,OG0011054,NA,NA
P3H3,NA,1,1
P4HA3,OG0009160,NA,NA
P4HTM,OG0006459,NA,NA
PA2G4,OG0004311,NA,NA
PAAF1,OG0012326,NA,NA
PACRG,OG0004756,NA,NA
PACRGL,OG0011839,NA,NA
PACSIN3,OG0010641,NA,NA
PADI1,NA,1,1
PADI4,NA,1,1
PAF1,OG0007317,NA,NA
PAFAH1B1,OG0004809,NA,NA
PAG1,OG0011939,NA,NA
PAGR1,OG0011259,NA,NA
PAIP1,OG0005489,NA,NA
PAK1IP1,OG0010192,NA,NA
PAK4,OG0010387,NA,NA
PAK6,OG0007187,NA,NA
PAK7,OG0007882,NA,NA
PALB2,OG0007099,NA,NA
PALD1,OG0006584,NA,NA
PALLD,NA,2,2
PALM,OG0004010,NA,NA
PALM3,NA,1,1
PALMD,OG0005369,1,1
PAM,OG0011666,NA,NA
PAMR1,OG0005543,NA,NA
PAN2,OG0009178,NA,NA
PAN3,OG0004877,NA,NA
PANK4,OG0011436,NA,NA
PANX1,OG0009078,NA,NA
PANX2,OG0006795,NA,NA
PANX3,OG0010012,NA,NA
PAOX,OG0005099,NA,NA
PAPD4,OG0008519,NA,NA
PAPLN,OG0004901,1,1
PAPOLA,NA,1,1
PAPPA,NA,1,1
PAQR3,OG0003824,NA,NA
PAQR4,OG0008273,NA,NA
PAQR6,NA,1,1
PAQR9,OG0011169,NA,NA
PARD3,OG0005660,NA,NA
PARD3B,OG0004712,1,1
PARD6B,NA,1,1
PARK2,OG0011670,NA,NA
PARK7,OG0008557,NA,NA
PARL,OG0006084,NA,NA
PARM1,OG0005266,1,1
PARN,OG0009557,1,1
PARP1,OG0006843,1,1
PARP11,OG0006941,NA,NA
PARP14,NA,1,1
PARP16,OG0007385,NA,NA
PARP2,OG0006162,NA,NA
PARP3,OG0011319,NA,NA
PARP4,OG0008381,NA,NA
PARP6,OG0006450,NA,NA
PARP8,OG0008838,NA,NA
PARP9,OG0009375,1,1
PARPBP,OG0007601,NA,NA
PARS2,OG0005979,NA,NA
PARVB,NA,1,1
PARVG,OG0009799,NA,NA
PASK,OG0006304,1,1
PATJ,NA,1,1
PATL1,OG0010601,NA,NA
PATZ1,OG0010179,NA,NA
PAWR,OG0007504,NA,NA
PAX4,OG0010894,NA,NA
PAX8,OG0011636,NA,NA
PAXBP1,OG0006510,NA,NA
PAXIP1,OG0005929,NA,NA
PBDC1,OG0006100,NA,NA
PBK,OG0004257,NA,NA
PBRM1,OG0006096,NA,NA
PBXIP1,OG0012105,NA,NA
PC,OG0004357,NA,NA
PCARE,NA,1,1
PCCA,OG0007638,NA,NA
PCCB,OG0010148,NA,NA
PCDH1,OG0004415,NA,NA
PCDH10,OG0004908,NA,NA
PCDH12,OG0011874,1,1
PCDH15,OG0003569,NA,NA
PCDH17,OG0005451,NA,NA
PCDH18,OG0004916,NA,NA
PCDH19,OG0010714,1,1
PCDH7,OG0006722,NA,NA
PCDHA1,NA,1,1
PCDHA3,NA,1,1
PCDHB2,NA,1,1
PCDHB6,NA,1,1
PCDHGA1,NA,1,1
PCDHGA2,NA,1,1
PCDHGA3,NA,1,1
PCDHGA4,NA,1,1
PCDHGA5,NA,1,1
PCDHGA9,NA,1,1
PCDHGB1,NA,1,1
PCDHGB5,NA,1,1
PCDHGB7,NA,1,1
PCF11,OG0006072,1,1
PCGF1,OG0008792,NA,NA
PCGF3,OG0010226,NA,NA
PCGF5,OG0004061,NA,NA
PCGF6,OG0006339,NA,NA
PCID2,OG0010291,1,1
PCIF1,OG0009255,NA,NA
PCK1,NA,1,1
PCM1,OG0004527,1,1
PCMT1,NA,1,1
PCNA,OG0005379,NA,NA
PCNP,OG0004033,NA,NA
PCNX,OG0006787,NA,NA
PCNXL2,OG0008379,NA,NA
PCNXL3,OG0010855,NA,NA
PCNXL4,OG0009027,NA,NA
PCSK1,OG0010754,NA,NA
PCSK2,OG0007698,NA,NA
PCSK4,NA,1,1
PCSK5,NA,1,1
PCSK7,OG0007329,NA,NA
PCSK9,OG0012063,NA,NA
PCTP,OG0008564,NA,NA
PCYOX1,OG0011263,NA,NA
PCYOX1L,OG0010349,NA,NA
PCYT2,OG0006389,NA,NA
PDAP1,OG0003862,NA,NA
PDC,OG0006328,NA,NA
PDCD1,OG0012528,NA,NA
PDCD10,OG0004767,1,1
PDCD11,OG0009418,NA,NA
PDCD2,OG0006281,NA,NA
PDCD2L,OG0010475,1,1
PDCD6,OG0005232,NA,NA
PDCD6IP,OG0007604,NA,NA
PDCD7,OG0008629,NA,NA
PDCL,OG0010644,NA,NA
PDDC1,OG0008258,NA,NA
PDE10A,OG0007860,NA,NA
PDE12,OG0010444,1,1
PDE1A,NA,1,1
PDE2A,OG0004884,1,1
PDE3A,NA,1,1
PDE4C,NA,1,1
PDE4DIP,NA,1,1
PDE5A,OG0006368,NA,NA
PDE6D,OG0006694,NA,NA
PDE7A,OG0004040,1,1
PDE7B,OG0011280,NA,NA
PDGFB,NA,1,1
PDGFC,OG0005941,NA,NA
PDGFD,OG0009355,1,1
PDGFRA,OG0009589,NA,NA
PDGFRB,OG0010636,1,1
PDHB,OG0006869,NA,NA
PDHX,OG0004890,NA,NA
PDIA4,OG0004249,NA,NA
PDIA5,OG0010283,NA,NA
PDIA6,OG0006168,NA,NA
PDILT,OG0011545,1,1
PDLIM2,OG0007726,NA,NA
PDLIM4,NA,1,1
PDLIM7,OG0010065,NA,NA
PDP1,OG0004170,NA,NA
PDP2,OG0011741,NA,NA
PDPK1,OG0006702,NA,NA
PDPR,OG0006314,NA,NA
PDRG1,OG0011542,NA,NA
PDSS1,OG0008735,NA,NA
PDSS2,OG0008913,1,1
PDX1,OG0008024,NA,NA
PDXDC1,OG0011544,NA,NA
PDXK,OG0003948,NA,NA
PDYN,OG0010011,NA,NA
PDZD11,OG0007744,NA,NA
PDZD2,OG0004433,1,1
PDZD7,OG0004575,NA,NA
PDZD8,OG0005624,NA,NA
PDZD9,OG0012531,NA,NA
PDZK1,NA,1,1
PEA15,OG0005911,NA,NA
PEAK1,OG0010733,1,1
PEAR1,OG0011932,1,1
PEBP1,OG0003963,NA,NA
PEBP4,OG0012185,NA,NA
PECAM1,OG0003875,NA,NA
PECR,OG0006946,1,1
PEF1,OG0008346,NA,NA
PELP1,OG0005154,NA,NA
PEMT,OG0010594,NA,NA
PENK,OG0008284,NA,NA
PEPD,OG0008232,NA,NA
PER1,NA,1,1
PERM1,OG0006280,NA,NA
PERP,OG0004420,NA,NA
PES1,OG0008225,NA,NA
PET100,OG0010859,NA,NA
PET117,OG0011909,NA,NA
PEX1,OG0010367,NA,NA
PEX10,OG0011215,NA,NA
PEX11G,OG0011779,NA,NA
PEX12,OG0010720,1,1
PEX13,OG0010287,NA,NA
PEX14,OG0010149,NA,NA
PEX16,OG0010608,1,1
PEX19,OG0008627,NA,NA
PEX2,OG0010337,NA,NA
PEX26,OG0011020,1,1
PEX3,OG0011251,NA,NA
PEX5,OG0006038,NA,NA
PEX5L,OG0003933,NA,NA
PEX6,OG0011426,NA,NA
PEX7,OG0009808,NA,NA
PFAS,OG0005344,NA,NA
PFDN1,OG0005855,NA,NA
PFDN2,OG0005725,NA,NA
PFDN4,OG0003664,NA,NA
PFDN5,OG0006892,NA,NA
PFDN6,OG0007359,NA,NA
PFN3,OG0010752,NA,NA
PFN4,OG0012012,NA,NA
PGAM5,OG0008283,NA,NA
PGAP1,OG0004806,NA,NA
PGAP2,OG0007028,NA,NA
PGAP3,OG0007155,NA,NA
PGBD5,OG0008396,NA,NA
PGD,OG0011077,NA,NA
PGGT1B,OG0011181,NA,NA
PGLS,OG0009740,NA,NA
PGLYRP2,OG0006139,NA,NA
PGLYRP4,NA,1,1
PGM2,OG0010563,NA,NA
PGM2L1,OG0009854,1,1
PGM3,OG0009480,NA,NA
PGP,NA,1,1
PGS1,OG0010575,NA,NA
PHACTR1,OG0007302,NA,NA
PHACTR2,OG0009944,NA,NA
PHACTR3,OG0004237,NA,NA
PHACTR4,OG0010049,NA,NA
PHAX,OG0005825,NA,NA
PHB,OG0003831,NA,NA
PHB2,OG0003968,NA,NA
PHC1,OG0012133,NA,NA
PHC2,OG0004031,NA,NA
PHC3,OG0005225,NA,NA
PHEX,OG0007259,1,1
PHF1,OG0008780,NA,NA
PHF10,OG0006564,NA,NA
PHF12,OG0003984,NA,NA
PHF14,OG0009830,NA,NA
PHF19,OG0006177,NA,NA
PHF20,OG0004082,NA,NA
PHF20L1,OG0011512,NA,NA
PHF21A,OG0007522,NA,NA
PHF21B,OG0006282,NA,NA
PHF23,OG0012111,1,1
PHF3,OG0006563,NA,NA
PHF5A,OG0007483,NA,NA
PHF6,OG0008858,NA,NA
PHGDH,OG0007827,NA,NA
PHIP,NA,1,1
PHKB,OG0004845,NA,NA
PHKG1,NA,1,1
PHLDA1,NA,1,1
PHLDB1,OG0006616,NA,NA
PHLDB2,OG0004873,NA,NA
PHLDB3,OG0007789,NA,NA
PHLPP2,NA,1,1
PHOSPHO1,OG0006176,NA,NA
PHOSPHO2,OG0009169,NA,NA
PHYH,OG0005949,NA,NA
PHYHD1,OG0011842,NA,NA
PI16,OG0005820,NA,NA
PI4K2A,OG0006436,NA,NA
PI4K2B,OG0009541,1,1
PI4KA,OG0005457,1,1
PI4KB,OG0005312,NA,NA
PIANP,OG0009849,NA,NA
PIBF1,OG0003659,NA,NA
PICALM,NA,1,1
PICK1,OG0010385,NA,NA
PID1,OG0007310,NA,NA
PIDD1,OG0010815,NA,NA
PIEZO2,NA,2,2
PIF1,OG0004811,NA,NA
PIFO,OG0008012,NA,NA
PIGA,OG0007666,1,1
PIGB,OG0010370,NA,NA
PIGC,OG0005801,NA,NA
PIGF,OG0009024,NA,NA
PIGG,OG0006277,NA,NA
PIGH,OG0009492,NA,NA
PIGK,OG0006539,1,1
PIGL,OG0011574,NA,NA
PIGM,OG0011381,NA,NA
PIGN,OG0008538,1,1
PIGO,OG0011382,NA,NA
PIGP,OG0008006,NA,NA
PIGQ,OG0006612,NA,NA
PIGR,NA,1,1
PIGS,OG0008651,NA,NA
PIGT,OG0008746,NA,NA
PIGU,OG0010277,NA,NA
PIGV,OG0010483,1,1
PIGW,OG0011127,NA,NA
PIGX,OG0009702,NA,NA
PIGZ,OG0012404,NA,NA
PIH1D1,OG0009980,NA,NA
PIH1D2,OG0009807,NA,NA
PIH1D3,OG0008879,NA,NA
PIK3AP1,OG0008419,1,1
PIK3C2A,OG0004448,NA,NA
PIK3C2B,OG0006637,NA,NA
PIK3C2G,OG0012116,1,1
PIK3C3,OG0007378,NA,NA
PIK3IP1,OG0011332,NA,NA
PIK3R1,NA,1,1
PIK3R4,OG0010075,NA,NA
PIK3R5,OG0005798,NA,NA
PIK3R6,OG0005365,NA,NA
PIKFYVE,OG0005662,NA,NA
PIN1,OG0009442,1,1
PIN4,OG0005142,NA,NA
PINK1,OG0011782,NA,NA
PINX1,OG0008308,NA,NA
PIP4K2C,OG0011412,NA,NA
PIP5K1C,OG0010467,1,1
PIP5KL1,OG0009047,NA,NA
PIPOX,OG0009935,NA,NA
PIR,OG0009969,NA,NA
PIRT,OG0009780,NA,NA
PISD,OG0004228,NA,NA
PITHD1,OG0009688,NA,NA
PITRM1,OG0006495,NA,NA
PITX1,OG0007624,NA,NA
PKD2,OG0005015,NA,NA
PKD2L1,OG0012080,NA,NA
PKD2L2,OG0012653,1,1
PKDCC,NA,1,1
PKHD1,NA,1,1
PKHD1L1,NA,1,1
PKIG,NA,1,1
PKMYT1,OG0010024,NA,NA
PKN3,NA,1,1
PKP1,OG0006383,NA,NA
PKP2,OG0009296,NA,NA
PKP3,OG0006514,NA,NA
PKP4,OG0009412,NA,NA
PLA1A,OG0008587,1,1
PLA2G10,NA,1,1
PLA2G12A,OG0011009,NA,NA
PLA2G12B,OG0008185,1,1
PLA2G15,OG0008496,NA,NA
PLA2G1B,OG0003611,NA,NA
PLA2G3,NA,1,1
PLA2G4A,OG0005520,NA,NA
PLA2G4B,NA,1,1
PLA2G4D,NA,1,1
PLA2G4E,NA,1,1
PLA2G6,OG0008821,NA,NA
PLA2R1,OG0010355,1,1
PLAA,OG0010508,1,1
PLAC8L1,OG0012033,NA,NA
PLAC9,OG0008295,NA,NA
PLAT,OG0008624,1,1
PLAU,OG0007167,2,2
PLB1,OG0006775,NA,NA
PLBD1,OG0008287,1,1
PLBD2,OG0006578,NA,NA
PLCB4,OG0005335,NA,NA
PLCE1,OG0004034,1,1
PLCH1,NA,1,1
PLCH2,NA,1,1
PLCXD2,OG0011265,1,1
PLCXD3,OG0009756,NA,NA
PLCZ1,OG0012364,1,1
PLD1,OG0004414,NA,NA
PLD2,NA,1,1
PLD5,OG0004742,NA,NA
PLD6,OG0010846,NA,NA
PLEC,OG0003803,NA,NA
PLEK,OG0010295,NA,NA
PLEK2,OG0010244,1,1
PLEKHA1,OG0004348,NA,NA
PLEKHA2,OG0007565,NA,NA
PLEKHA4,OG0010870,NA,NA
PLEKHA5,OG0004654,NA,NA
PLEKHA6,OG0005561,1,1
PLEKHA7,OG0004962,NA,NA
PLEKHA8,OG0008984,1,1
PLEKHD1,OG0010582,NA,NA
PLEKHG1,OG0007691,NA,NA
PLEKHG2,NA,1,1
PLEKHG3,OG0005637,NA,NA
PLEKHG4,NA,1,1
PLEKHH1,NA,1,1
PLEKHH3,OG0011339,NA,NA
PLEKHJ1,OG0011554,1,1
PLEKHM1,OG0005800,NA,NA
PLEKHM2,OG0009388,NA,NA
PLEKHM3,OG0005818,NA,NA
PLEKHN1,OG0008934,NA,NA
PLEKHO1,OG0005812,NA,NA
PLEKHO2,OG0010485,NA,NA
PLEKHS1,OG0004718,NA,NA
PLG,NA,1,1
PLGRKT,OG0010916,NA,NA
PLIN1,OG0010966,NA,NA
PLK1,OG0004763,NA,NA
PLK4,OG0009286,NA,NA
PLK5,NA,1,1
PLLP,OG0011352,NA,NA
PLN,OG0011540,NA,NA
PLP1,OG0005340,NA,NA
PLP2,OG0004379,1,1
PLPP1,NA,1,1
PLPPR1,OG0007078,NA,NA
PLRG1,OG0005765,NA,NA
PLSCR4,NA,1,1
PLTP,OG0007034,NA,NA
PLVAP,OG0004747,1,1
PLXNA3,NA,1,1
PLXNC1,OG0004489,1,1
PLXND1,OG0008943,NA,NA
PM20D1,OG0007677,NA,NA
PM20D2,OG0010502,NA,NA
PMEL,OG0005302,NA,NA
PMEPA1,NA,1,1
PMF1,NA,1,1
PMF1-BGLAP,OG0010285,NA,NA
PMFBP1,NA,1,1
PMPCA,OG0010175,NA,NA
PMS1,OG0011338,NA,NA
PMS2,OG0005390,1,1
PMVK,OG0010478,NA,NA
PNISR,OG0005565,NA,NA
PNKD,OG0010521,NA,NA
PNKP,OG0008294,NA,NA
PNLDC1,NA,1,1
PNLIP,NA,1,1
PNLIPRP1,NA,1,1
PNMT,OG0010921,NA,NA
PNN,OG0007222,NA,NA
PNO1,OG0011010,NA,NA
PNOC,OG0006728,NA,NA
PNPLA1,NA,1,1
PNPLA4,OG0006329,NA,NA
PNPLA8,OG0005437,1,1
PNPO,OG0007349,NA,NA
PNPT1,OG0011462,NA,NA
POC5,OG0006254,1,1
PODXL,OG0010182,NA,NA
PODXL2,OG0011344,NA,NA
POF1B,OG0007589,NA,NA
POFUT1,OG0009842,NA,NA
POFUT2,OG0009158,NA,NA
POGLUT1,OG0011474,NA,NA
POGLUT2,NA,1,1
POLA1,OG0010811,1,1
POLA2,OG0008488,NA,NA
POLB,OG0009776,NA,NA
POLD1,OG0011273,1,1
POLD2,OG0010126,NA,NA
POLD3,OG0011161,NA,NA
POLD4,OG0010576,NA,NA
POLDIP3,OG0007459,NA,NA
POLE,OG0007941,1,1
POLE2,OG0008257,NA,NA
Pole3,OG0004724,NA,NA
POLE4,OG0006861,NA,NA
POLG,OG0010304,NA,NA
POLG2,OG0009979,NA,NA
POLH,OG0007481,1,1
POLI,OG0011851,NA,NA
POLK,OG0010325,1,1
POLL,OG0010522,NA,NA
POLR1A,OG0005380,NA,NA
POLR1B,OG0009376,NA,NA
POLR1C,OG0005048,NA,NA
POLR1D,OG0010544,NA,NA
POLR1E,OG0005764,NA,NA
POLR2A,OG0010590,NA,NA
POLR2B,OG0007479,NA,NA
POLR2C,OG0004545,NA,NA
POLR2D,OG0004610,NA,NA
POLR2E,OG0009631,NA,NA
POLR2F,OG0005885,NA,NA
POLR2G,OG0009125,NA,NA
POLR2H,OG0008344,1,1
POLR2I,OG0009786,NA,NA
POLR2J,OG0006820,NA,NA
POLR3A,OG0007896,NA,NA
POLR3B,OG0007006,NA,NA
POLR3C,OG0010153,NA,NA
POLR3D,OG0005256,NA,NA
POLR3E,OG0009477,NA,NA
POLR3F,OG0005850,NA,NA
POLR3G,OG0011113,NA,NA
POLR3GL,OG0005890,NA,NA
POLR3H,OG0008517,NA,NA
POLR3K,OG0011806,NA,NA
POLRMT,OG0007628,1,1
POM121C,NA,2,2
POMC,OG0005795,NA,NA
POMGNT1,OG0009519,NA,NA
POMGNT2,OG0008781,1,1
POMK,OG0007370,NA,NA
POMT1,OG0009617,1,1
POMT2,OG0010667,NA,NA
PON1,NA,1,1
POP1,OG0006151,NA,NA
POP4,OG0010689,NA,NA
POP5,OG0010270,NA,NA
POP7,OG0008304,NA,NA
POR,OG0006744,2,2
PORCN,OG0004245,NA,NA
POSTN,OG0005691,NA,NA
POT1,OG0007237,1,1
POU1F1,OG0009611,NA,NA
POU2AF1,OG0011735,NA,NA
POU2F2,OG0006012,NA,NA
POU2F3,OG0009129,NA,NA
POU3F3,NA,1,1
POU5F1,NA,1,1
POU5F2,NA,1,1
POU6F1,OG0010707,NA,NA
PP2D1,OG0012100,NA,NA
PPAN,NA,1,1
PPAN-P2RY11,NA,1,1
PPAPDC2,OG0008236,NA,NA
PPAPDC3,OG0009074,NA,NA
PPARA,NA,1,1
PPARG,NA,1,1
PPARGC1A,OG0006422,1,1
PPARGC1B,OG0006397,1,1
PPAT,OG0007356,NA,NA
PPCDC,OG0007774,1,1
PPCS,OG0011721,NA,NA
PPFIBP1,OG0004112,NA,NA
PPFIBP2,OG0007958,NA,NA
PPHLN1,OG0003525,NA,NA
PPID,OG0008549,NA,NA
PPIE,OG0008434,NA,NA
PPIG,OG0006609,NA,NA
PPIH,OG0010132,NA,NA
PPIL1,OG0006075,1,1
PPIL2,OG0005347,NA,NA
PPIL3,OG0009841,NA,NA
PPIL4,OG0007066,NA,NA
PPIL6,OG0010998,1,1
PPIP5K1,NA,1,1
PPL,OG0007944,NA,NA
PPM1D,OG0005556,NA,NA
PPM1E,OG0008955,NA,NA
PPM1F,OG0010394,NA,NA
PPM1G,OG0005915,NA,NA
PPM1L,OG0006682,NA,NA
PPM1M,OG0012491,NA,NA
PPME1,OG0004263,NA,NA
PPOX,OG0008693,NA,NA
PPP1R10,OG0004045,NA,NA
PPP1R11,OG0005072,NA,NA
PPP1R12C,OG0011276,NA,NA
PPP1R13B,NA,1,1
PPP1R13L,OG0010610,NA,NA
PPP1R15A,OG0007683,NA,NA
PPP1R15B,OG0004538,NA,NA
PPP1R17,OG0011885,NA,NA
PPP1R1A,NA,1,1
PPP1R1B,OG0009394,NA,NA
PPP1R21,OG0005595,NA,NA
PPP1R26,OG0010456,NA,NA
PPP1R27,OG0004630,NA,NA
PPP1R32,OG0012007,1,1
PPP1R35,OG0011075,NA,NA
PPP1R36,OG0012052,1,1
PPP1R3A,NA,1,1
PPP1R3B,OG0005208,NA,NA
PPP1R3C,NA,1,1
PPP1R3D,NA,1,1
PPP1R3E,NA,1,1
PPP1R3G,OG0011537,1,1
PPP1R42,OG0011625,1,1
PPP1R7,OG0011817,NA,NA
PPP1R8,OG0004929,NA,NA
PPP1R9B,OG0004744,NA,NA
PPP2R1B,NA,1,1
PPP2R3A,NA,1,1
PPP2R3C,OG0010429,NA,NA
PPP2R4,OG0006996,NA,NA
PPP3R1,OG0006533,NA,NA
PPP4C,OG0007031,NA,NA
PPP4R1,NA,1,1
PPP4R2,OG0003660,NA,NA
PPP4R4,OG0011115,NA,NA
PPP5C,OG0010389,NA,NA
PPP6C,OG0004902,NA,NA
