OG_ID,analysis_absrel,analysis_paml,analysis_relax_intens,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,count_NA,count_sel
OG0010022,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFA2,3,3
OG0010023,NA,NA,NA,NA,relaxed,NA,NA,NA,TXNDC15,3,3
OG0010025,NA,NA,NA,NA,relaxed,NA,NA,NA,ASL,3,3
OG0010026,NA,NA,NA,NA,relaxed,NA,NA,NA,WBSCR27,3,3
OG0010030,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC11,3,3
OG0010031,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,WDR73,3,3
OG0010041,NA,NA,NA,NA,relaxed,NA,NA,NA,UIMC1,3,3
OG0010048,NA,NA,NA,NA,relaxed,NA,NA,NA,CCT6A,3,3
OG0010056,NA,NA,NA,NA,relaxed,NA,NA,NA,EXOSC7,3,3
OG0010064,NA,NA,NA,NA,relaxed,NA,NA,NA,MTFR2,3,3
OG0010067,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC26A10,3,3
OG0010068,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM201,3,3
OG0010070,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,ZBTB17,3,3
OG0010077,NA,NA,NA,NA,relaxed,NA,NA,NA,USP19,3,3
OG0010080,NA,NA,NA,NA,relaxed,NA,NA,NA,CCM2L,3,3
OG0010091,NA,NA,NA,NA,relaxed,NA,NA,NA,ZBTB39,3,3
OG0010096,NA,NA,NA,NA,relaxed,NA,NA,NA,DNAAF1,3,3
OG0010099,NA,NA,NA,NA,relaxed,NA,NA,NA,TSHZ2,3,3
OG0010104,NA,NA,NA,NA,NA,NA,NA,eyeloss,RP2,4,2
OG0010110,NA,NA,NA,NA,relaxed,NA,NA,NA,TATDN2,3,3
OG0010114,NA,NA,NA,NA,NA,NA,pigmentation,NA,SNRPC,4,2
OG0010115,NA,NA,NA,NA,relaxed,NA,NA,NA,NA,3,3
OG0010119,NA,NA,NA,NA,relaxed,NA,NA,NA,CDH22,3,3
OG0010123,NA,NA,NA,expanded,NA,NA,NA,NA,NA,3,3
OG0010130,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIL1,3,3
OG0010131,NA,NA,NA,NA,relaxed,NA,NA,NA,WWC3,3,3
OG0010135,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,USP13,3,3
OG0010138,NA,NA,NA,NA,relaxed,NA,NA,NA,ALG6,3,3
OG0010144,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM19,3,3
OG0010154,NA,NA,NA,NA,relaxed,NA,NA,NA,SCYL2,3,3
OG0010156,NA,NA,NA,NA,relaxed,NA,NA,NA,PYROXD1,3,3
OG0010158,NA,NA,NA,NA,relaxed,NA,NA,NA,GPR85,3,3
OG0010164,NA,NA,NA,NA,relaxed,NA,NA,NA,SULT4A1,3,3
OG0010165,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SMO,4,2
OG0010166,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PAH,3,3
OG0010168,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMC2,3,3
OG0010170,NA,NA,NA,NA,relaxed,NA,NA,NA,ACSS3,3,3
OG0010174,NA,NA,NA,NA,relaxed,NA,NA,NA,CDKN2D,3,3
OG0010177,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TMPRSS6,3,3
OG0010178,NA,NA,NA,NA,relaxed,NA,NA,NA,IQCB1,3,3
OG0010180,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERCC3,4,2
OG0010185,NA,NA,NA,NA,relaxed,NA,NA,NA,SDHA,3,3
OG0010188,NA,NA,NA,NA,relaxed,NA,NA,NA,LRRC71,3,3
OG0010193,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM91A1,3,3
OG0010196,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3I,4,2
OG0010199,NA,NA,NA,NA,relaxed,NA,NA,NA,EYA3,3,3
OG0010200,NA,NA,NA,NA,relaxed,NA,NA,NA,THAP7,3,3
OG0010202,NA,NA,NA,NA,relaxed,NA,NA,NA,POLR3H,3,3
OG0010211,NA,NA,NA,NA,relaxed,NA,NA,NA,MED21,3,3
OG0010212,NA,NA,NA,NA,relaxed,NA,NA,NA,PROSER2,3,3
OG0010214,NA,NA,NA,NA,relaxed,NA,NA,NA,XPOT,3,3
OG0010225,NA,NA,NA,NA,relaxed,NA,NA,NA,MFSD7,3,3
OG0010233,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,USP3,3,3
OG0010234,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXL22,3,3
OG0010236,NA,NA,NA,NA,relaxed,NA,NA,NA,COPS2,3,3
OG0010239,NA,NA,NA,NA,NA,NA,NA,eyeloss,FNBP4,4,2
OG0010243,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANKRD27,3,3
OG0010246,NA,NA,NA,NA,relaxed,NA,NA,NA,MOV10L1,3,3
OG0010249,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANXA6,3,3
OG0010250,NA,NA,NA,NA,relaxed,NA,NA,NA,TNIP1,3,3
OG0010251,NA,NA,NA,NA,relaxed,NA,NA,NA,DCTN4,3,3
OG0010271,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,VPS11,4,2
OG0010285,NA,NA,NA,NA,relaxed,NA,NA,NA,C2CD2,3,3
OG0010287,NA,NA,NA,NA,relaxed,NA,NA,NA,TRIM37,3,3
OG0010293,NA,NA,NA,NA,relaxed,NA,NA,NA,ACER3,3,3
OG0010299,NA,NA,NA,NA,relaxed,NA,NA,NA,BPNT1,3,3
OG0010300,NA,NA,NA,NA,relaxed,NA,NA,NA,MGAT2,3,3
OG0010303,NA,NA,NA,NA,relaxed,NA,NA,NA,TCTE1,3,3
OG0010313,NA,NA,NA,NA,relaxed,NA,NA,NA,SWI5,3,3
OG0010316,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,COPB1,3,3
OG0010324,NA,NA,NA,NA,relaxed,NA,NA,NA,SENP8,3,3
OG0010325,NA,NA,NA,NA,NA,NA,NA,eyeloss,FADD,4,2
OG0010327,NA,NA,NA,NA,NA,NA,NA,eyeloss,TBCE,4,2
OG0010329,NA,NA,NA,NA,relaxed,NA,NA,NA,SNRPA1,3,3
OG0010335,NA,NA,NA,NA,relaxed,NA,NA,NA,TIMM13,3,3
OG0010346,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTNS,4,2
OG0010347,NA,NA,NA,NA,relaxed,NA,NA,NA,SGTA,3,3
OG0010355,NA,NA,NA,NA,relaxed,NA,NA,NA,DTD1,3,3
OG0010356,NA,NA,NA,NA,relaxed,NA,NA,NA,LUZP1,3,3
OG0010357,NA,NA,NA,NA,relaxed,NA,pigmentation,eyeloss,DICER1,3,3
OG0010359,NA,NA,NA,NA,relaxed,NA,NA,NA,SETD3,3,3
OG0010360,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM149B1,3,3
OG0010361,NA,NA,NA,NA,relaxed,NA,NA,NA,KIF26B,3,3
OG0010363,NA,NA,NA,NA,relaxed,NA,NA,NA,SCFD1,3,3
OG0010364,NA,NA,NA,NA,relaxed,NA,NA,NA,SRP14,3,3
OG0010368,NA,NA,NA,NA,relaxed,NA,NA,NA,SH3YL1,3,3
OG0010372,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,COQ6,3,3
OG0010374,NA,NA,NA,NA,NA,NA,pigmentation,NA,EXOC5,4,2
OG0010376,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,VPS39,4,2
OG0010378,NA,NA,NA,NA,relaxed,NA,NA,NA,C14orf180,3,3
OG0010380,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,MIPOL1,3,3
OG0010381,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXO34,3,3
OG0010384,NA,NA,NA,NA,NA,NA,NA,eyeloss,GDF3,4,2
OG0010387,NA,NA,NA,NA,relaxed,NA,NA,NA,AREL1,3,3
OG0010389,NA,NA,NA,NA,relaxed,NA,NA,NA,MOCS1,3,3
OG0010401,NA,NA,NA,NA,NA,NA,NA,eyeloss,ZBTB4,4,2
OG0010403,NA,NA,NA,NA,relaxed,NA,NA,NA,ARMC4,3,3
OG0010407,NA,NA,NA,NA,relaxed,NA,NA,NA,FDXR,3,3
OG0010416,NA,NA,NA,NA,relaxed,NA,NA,NA,COX11,3,3
OG0010417,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC38A10,4,2
OG0010424,NA,NA,NA,NA,relaxed,NA,NA,NA,CASP7,3,3
OG0010431,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERCC4,4,2
OG0010434,NA,NA,NA,NA,NA,NA,NA,eyeloss,FOXC1,4,2
OG0010437,NA,NA,NA,NA,NA,NA,pigmentation,NA,PMS2,4,2
OG0010439,NA,NA,NA,NA,relaxed,NA,NA,NA,WDR45B,3,3
OG0010442,NA,NA,NA,NA,relaxed,NA,NA,NA,A1CF,3,3
OG0010444,NA,NA,NA,NA,NA,NA,NA,eyeloss,RBP4,4,2
OG0010445,NA,NA,NA,NA,NA,NA,pigmentation,NA,NOC3L,4,2
OG0010449,NA,NA,NA,NA,relaxed,NA,NA,NA,CENPI,3,3
OG0010453,NA,NA,NA,NA,NA,NA,pigmentation,NA,UVSSA,4,2
OG0010457,NA,NA,NA,NA,relaxed,NA,NA,NA,RLIM,3,3
OG0010460,NA,NA,NA,NA,relaxed,NA,NA,NA,RNF103,3,3
OG0010461,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHDC4,3,3
OG0010465,NA,NA,NA,NA,NA,NA,pigmentation,NA,KCNJ13,4,2
OG0010468,NA,NA,NA,NA,relaxed,NA,NA,NA,SCN2B,3,3
OG0010476,NA,NA,NA,NA,relaxed,NA,NA,NA,C11orf57,3,3
OG0010478,NA,NA,NA,NA,NA,NA,NA,eyeloss,C1QTNF5,4,2
OG0010480,NA,NA,NA,NA,relaxed,NA,NA,NA,ZC3H4,3,3
OG0010489,NA,NA,NA,NA,relaxed,NA,NA,NA,EIF4H,3,3
OG0010490,NA,NA,NA,NA,NA,NA,pigmentation,NA,MKKS,4,2
OG0010495,NA,NA,NA,NA,relaxed,NA,NA,NA,APLP1,3,3
OG0010497,NA,NA,NA,NA,relaxed,NA,NA,NA,PROSER3,3,3
OG0010498,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PSENEN,3,3
OG0010500,NA,NA,NA,NA,NA,NA,NA,eyeloss,GTF2B,4,2
OG0010501,NA,NA,NA,NA,relaxed,NA,NA,NA,HFM1,3,3
OG0010504,NA,NA,NA,NA,NA,NA,pigmentation,NA,BLOC1S3,4,2
OG0010505,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM59,3,3
OG0010522,NA,NA,NA,NA,relaxed,NA,NA,NA,PIGA,3,3
OG0010526,NA,NA,NA,NA,NA,NA,pigmentation,NA,C3orf38,4,2
OG0010528,NA,NA,NA,NA,relaxed,NA,NA,NA,VGLL3,3,3
OG0010530,NA,NA,NA,NA,relaxed,NA,NA,NA,EPSTI1,3,3
OG0010531,NA,NA,NA,NA,relaxed,NA,NA,NA,HOXD10,3,3
OG0010533,NA,NA,NA,NA,relaxed,NA,NA,NA,EVX2,3,3
OG0010540,NA,NA,NA,NA,NA,NA,pigmentation,NA,TGFBR2,4,2
OG0010541,NA,NA,NA,NA,relaxed,NA,NA,NA,MCM3AP,3,3
OG0010543,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHL23,3,3
OG0010546,NA,NA,NA,NA,relaxed,NA,NA,NA,C2orf49,3,3
OG0010548,NA,NA,NA,NA,relaxed,NA,NA,NA,MITD1,3,3
OG0010557,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDAR,4,2
OG0010567,NA,NA,NA,NA,relaxed,NA,NA,NA,ESCO1,3,3
OG0010571,NA,NA,NA,NA,relaxed,NA,NA,NA,DCUN1D3,3,3
OG0010573,NA,NA,NA,NA,relaxed,NA,NA,NA,ITFG3,3,3
OG0010579,NA,NA,NA,NA,NA,NA,NA,eyeloss,AOC1,4,2
OG0010580,NA,NA,NA,NA,relaxed,NA,NA,NA,DEK,3,3
OG0010581,NA,NA,NA,NA,relaxed,NA,NA,NA,TTK,3,3
OG0010596,NA,NA,NA,NA,relaxed,NA,NA,NA,PLEKHA8,3,3
OG0010597,NA,NA,NA,NA,relaxed,NA,NA,NA,FLAD1,3,3
OG0010600,NA,NA,NA,NA,relaxed,NA,NA,NA,NAT14,3,3
OG0010601,NA,NA,NA,NA,relaxed,NA,NA,NA,CD4,3,3
OG0010602,NA,NA,NA,NA,relaxed,NA,NA,NA,LEPREL2,3,3
OG0010606,NA,NA,NA,NA,NA,NA,pigmentation,NA,NBN,4,2
OG0010609,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,DTNBP1,4,2
OG0010612,NA,NA,NA,NA,relaxed,NA,NA,NA,EIF2B5,3,3
OG0010613,NA,NA,NA,NA,relaxed,NA,NA,NA,IBA57,3,3
OG0010626,NA,NA,NA,NA,relaxed,NA,NA,NA,PIK3C3,3,3
OG0010628,NA,NA,NA,NA,relaxed,NA,NA,NA,VBP1,3,3
OG0010630,NA,NA,NA,NA,relaxed,NA,NA,NA,SF1,3,3
OG0010631,NA,NA,NA,NA,NA,NA,pigmentation,NA,WRAP53,4,2
OG0010634,NA,NA,NA,NA,relaxed,NA,NA,NA,CCT7,3,3
OG0010640,NA,NA,NA,NA,relaxed,NA,NA,NA,SERPINE1,3,3
OG0010650,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,EBNA1BP2,3,3
OG0010652,NA,NA,NA,NA,relaxed,NA,NA,NA,SKIL,3,3
OG0010656,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,ATP6V1H,3,3
OG0010660,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM173B,3,3
OG0010661,NA,NA,NA,NA,NA,NA,pigmentation,NA,PRKDC,4,2
OG0010672,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC38A6,3,3
OG0010677,NA,NA,NA,NA,relaxed,NA,NA,NA,VTI1B,3,3
OG0010684,NA,NA,NA,NA,relaxed,NA,NA,NA,MAD2L1BP,3,3
OG0010691,NA,NA,NA,NA,relaxed,NA,NA,NA,MLIP,3,3
OG0010695,NA,NA,NA,NA,NA,NA,pigmentation,NA,MSH6,4,2
OG0010699,NA,NA,NA,NA,relaxed,NA,NA,NA,MEA1,3,3
OG0010700,NA,NA,NA,NA,relaxed,NA,NA,NA,YIPF3,3,3
OG0010701,NA,NA,NA,NA,relaxed,NA,NA,NA,CAMKMT,3,3
OG0010711,NA,NA,NA,NA,relaxed,NA,pigmentation,eyeloss,ERCC6,3,3
OG0010712,NA,NA,NA,NA,relaxed,NA,NA,NA,HIF1AN,3,3
OG0010715,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,SLC17A5,3,3
OG0010717,NA,NA,NA,NA,NA,NA,pigmentation,NA,SGPL1,4,2
OG0010722,NA,NA,NA,NA,NA,NA,NA,eyeloss,ATP5S,4,2
OG0010724,NA,NA,NA,NA,NA,NA,NA,eyeloss,PDCD2,4,2
OG0010731,NA,NA,NA,NA,relaxed,NA,NA,NA,TM9SF3,3,3
OG0010751,NA,NA,NA,NA,relaxed,NA,NA,NA,DPY19L3,3,3
OG0010752,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRAF6,4,2
OG0010756,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM185A,3,3
OG0010757,NA,NA,NA,NA,NA,NA,pigmentation,NA,USB1,4,2
OG0010761,NA,NA,NA,NA,relaxed,NA,NA,NA,ACTR6,3,3
OG0010790,NA,NA,NA,NA,relaxed,NA,NA,NA,FOSB,3,3
OG0010792,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,CYBA,3,3
OG0010801,NA,NA,NA,NA,relaxed,NA,NA,NA,DSE,3,3
OG0010815,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC137,3,3
OG0010818,NA,NA,NA,NA,relaxed,NA,NA,NA,DDX1,3,3
OG0010819,NA,NA,NA,NA,relaxed,NA,NA,NA,NR2E1,3,3
OG0010820,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM84A,3,3
OG0010825,NA,NA,NA,NA,NA,NA,NA,eyeloss,PEX3,4,2
OG0010826,NA,NA,NA,NA,NA,NA,NA,eyeloss,ATF3,4,2
OG0010834,NA,NA,NA,NA,relaxed,NA,NA,NA,FAF2,3,3
OG0010840,NA,NA,NA,NA,relaxed,NA,NA,NA,NAA60,3,3
OG0010847,NA,NA,NA,NA,NA,NA,NA,eyeloss,FBXW9,4,2
OG0010859,NA,NA,NA,NA,relaxed,NA,NA,NA,EFTUD2,3,3
OG0010865,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBG2,3,3
OG0010866,NA,NA,NA,NA,relaxed,NA,NA,NA,GPATCH8,3,3
OG0010871,NA,NA,NA,NA,relaxed,NA,NA,NA,MGAT5,3,3
OG0010872,NA,NA,NA,NA,relaxed,NA,NA,NA,ACE2,3,3
OG0010873,NA,NA,NA,NA,NA,NA,pigmentation,NA,DZANK1,4,2
OG0010878,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,ATP6AP2,3,3
OG0010888,NA,NA,NA,NA,NA,NA,pigmentation,NA,MDM4,4,2
OG0010890,NA,NA,NA,NA,relaxed,NA,NA,NA,LEPRE1,3,3
OG0010896,NA,NA,NA,NA,relaxed,NA,NA,NA,GHRH,3,3
OG0010907,NA,NA,NA,NA,relaxed,NA,NA,NA,TIMELESS,3,3
OG0010914,NA,NA,NA,NA,relaxed,NA,NA,NA,CTSO,3,3
OG0010922,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,SETD6,3,3
OG0010938,NA,NA,NA,NA,relaxed,NA,NA,NA,OSTN,3,3
OG0010939,NA,NA,NA,NA,NA,NA,pigmentation,NA,HPS5,4,2
OG0010941,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,DDB2,3,3
OG0010952,NA,NA,NA,NA,NA,NA,NA,eyeloss,IQCE,4,2
OG0010954,NA,NA,NA,NA,relaxed,NA,NA,NA,DPM1,3,3
OG0010956,NA,NA,NA,NA,relaxed,NA,NA,NA,RELL2,3,3
OG0010958,NA,NA,NA,NA,relaxed,NA,NA,NA,PRDM13,3,3
OG0010966,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF365,3,3
OG0010976,NA,NA,NA,NA,relaxed,NA,NA,NA,C15orf57,3,3
OG0010980,NA,NA,NA,NA,NA,NA,NA,eyeloss,GPX7,4,2
OG0010983,NA,NA,NA,NA,relaxed,NA,NA,NA,CHRNA4,3,3
OG0010987,NA,NA,NA,NA,relaxed,NA,NA,NA,OPN5,3,3
OG0010990,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,OPHN1,3,3
OG0010998,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,BARX2,4,2
OG0011001,NA,NA,NA,NA,NA,NA,pigmentation,NA,FOXN1,4,2
OG0011002,NA,NA,NA,NA,relaxed,NA,NA,NA,IKZF2,3,3
OG0011049,NA,NA,NA,NA,NA,NA,NA,eyeloss,LSM1,4,2
OG0011067,NA,NA,NA,NA,relaxed,NA,NA,NA,GPCPD1,3,3
OG0011080,NA,NA,NA,NA,relaxed,NA,NA,NA,LIN9,3,3
OG0011086,NA,NA,NA,NA,relaxed,NA,NA,NA,MND1,3,3
OG0011098,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC30A4,4,2
OG0011100,NA,NA,NA,NA,NA,NA,pigmentation,NA,LEO1,4,2
OG0011101,NA,NA,NA,NA,NA,NA,pigmentation,NA,PEPD,4,2
OG0011102,NA,NA,NA,NA,relaxed,NA,NA,NA,LEKR1,3,3
OG0011107,NA,NA,NA,NA,NA,NA,pigmentation,NA,ETS1,4,2
OG0011111,NA,NA,NA,NA,relaxed,NA,NA,NA,BLVRB,3,3
OG0011116,NA,NA,NA,NA,relaxed,NA,NA,NA,HSD17B4,3,3
OG0011119,NA,NA,NA,NA,relaxed,NA,NA,NA,ERCC6L2,3,3
OG0011126,NA,NA,NA,NA,relaxed,NA,NA,NA,ANAPC7,3,3
OG0011134,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,NDUFB11,3,3
OG0011146,NA,NA,NA,NA,relaxed,NA,NA,NA,IQCD,3,3
OG0011151,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,CPSF1,3,3
OG0011153,NA,NA,NA,NA,relaxed,NA,NA,NA,RSAD1,3,3
OG0011158,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,RECQL4,3,3
OG0011160,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHL7,3,3
OG0011165,NA,NA,NA,NA,relaxed,NA,NA,NA,ACOT13,3,3
OG0011173,NA,NA,NA,NA,relaxed,NA,NA,NA,SMIM12,3,3
OG0011182,NA,NA,NA,NA,relaxed,NA,NA,NA,DRG2,3,3
OG0011187,NA,NA,NA,NA,relaxed,NA,NA,NA,UTP23,3,3
OG0011189,NA,NA,NA,NA,relaxed,NA,NA,NA,RHBDD3,3,3
OG0011191,NA,NA,NA,NA,NA,NA,pigmentation,NA,SEMA4C,4,2
OG0011202,NA,NA,NA,NA,relaxed,NA,NA,NA,CLIP1,3,3
OG0011203,NA,NA,NA,NA,relaxed,NA,NA,NA,RSRC2,3,3
OG0011208,NA,NA,NA,NA,NA,NA,NA,eyeloss,FAM151B,4,2
OG0011209,NA,NA,NA,NA,relaxed,NA,NA,NA,ANKRD13A,3,3
OG0011211,NA,NA,NA,NA,NA,NA,NA,eyeloss,PGAM5,4,2
OG0011213,NA,NA,NA,NA,NA,NA,pigmentation,NA,PALB2,4,2
OG0011215,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,RADIL,3,3
OG0011219,NA,NA,NA,NA,relaxed,NA,NA,NA,BRAT1,3,3
OG0011220,NA,NA,NA,NA,NA,NA,NA,eyeloss,KNSTRN,4,2
OG0011223,NA,NA,NA,NA,relaxed,NA,NA,NA,MRPL39,3,3
OG0011224,NA,NA,NA,NA,relaxed,NA,NA,NA,TXNL4B,3,3
OG0011226,NA,NA,NA,NA,relaxed,NA,NA,NA,SETDB2,3,3
OG0011230,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,EED,3,3
OG0011233,NA,NA,NA,NA,relaxed,NA,NA,NA,TAF5,3,3
OG0011237,NA,NA,NA,NA,relaxed,NA,NA,NA,TAF5L,3,3
OG0011242,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PARN,3,3
OG0011243,NA,NA,NA,NA,relaxed,NA,NA,NA,TXNDC11,3,3
OG0011251,NA,NA,NA,NA,relaxed,NA,NA,NA,THTPA,3,3
OG0011253,NA,NA,NA,NA,relaxed,NA,NA,NA,TOPBP1,3,3
OG0011255,NA,NA,NA,NA,relaxed,NA,NA,NA,EEF1E1,3,3
OG0011258,NA,NA,NA,NA,relaxed,NA,NA,NA,INVS,3,3
OG0011261,NA,NA,NA,NA,relaxed,NA,NA,NA,NEK10,3,3
OG0011271,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATR,4,2
OG0011273,NA,NA,NA,NA,relaxed,NA,NA,NA,IMPAD1,3,3
OG0011277,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE2,4,2
OG0011281,NA,NA,NA,NA,relaxed,NA,NA,NA,SIRT2,3,3
OG0011284,NA,NA,NA,NA,relaxed,NA,NA,NA,MMP28,3,3
OG0011287,NA,NA,NA,NA,relaxed,NA,NA,NA,MBP,3,3
OG0011293,NA,NA,NA,NA,relaxed,NA,NA,NA,C5orf15,3,3
OG0011301,NA,NA,NA,NA,relaxed,NA,NA,NA,ZER1,3,3
OG0011302,NA,NA,NA,NA,relaxed,NA,NA,NA,TMPRSS15,3,3
OG0011303,NA,NA,NA,NA,relaxed,NA,NA,NA,IK,3,3
OG0011305,NA,NA,NA,NA,relaxed,NA,NA,NA,ZMAT2,3,3
OG0011306,NA,NA,NA,NA,relaxed,NA,pigmentation,eyeloss,ABHD11,3,3
OG0011307,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP28,4,2
OG0011308,NA,NA,NA,NA,relaxed,NA,NA,NA,POLQ,3,3
OG0011311,NA,NA,NA,NA,relaxed,NA,NA,NA,ARSB,3,3
OG0011314,NA,NA,NA,NA,NA,NA,NA,eyeloss,MRPL22,4,2
OG0011327,NA,NA,NA,NA,relaxed,NA,NA,NA,TBPL1,3,3
OG0011329,NA,NA,NA,NA,relaxed,NA,NA,NA,ASB8,3,3
OG0011334,NA,NA,NA,NA,relaxed,NA,NA,NA,TMCO4,3,3
OG0011341,NA,NA,NA,NA,NA,NA,pigmentation,NA,POFUT1,4,2
OG0011355,NA,NA,NA,NA,relaxed,NA,NA,NA,CBLN4,3,3
OG0011358,NA,NA,NA,NA,NA,NA,NA,eyeloss,TSFM,4,2
OG0011361,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBGCP5,3,3
OG0011366,NA,NA,NA,NA,NA,NA,NA,eyeloss,POMGNT1,4,2
OG0011388,NA,NA,NA,NA,relaxed,NA,NA,NA,SLCO2A1,3,3
OG0011391,NA,NA,NA,NA,relaxed,NA,NA,NA,TTC22,3,3
OG0011395,NA,NA,NA,NA,relaxed,NA,NA,NA,PUS7L,3,3
OG0011402,NA,NA,NA,expanded,NA,NA,NA,NA,SAPCD1,3,3
OG0011405,NA,NA,NA,NA,NA,NA,pigmentation,NA,WIF1,4,2
OG0011408,NA,NA,NA,NA,relaxed,NA,NA,NA,CHST11,3,3
OG0011409,NA,NA,NA,NA,relaxed,NA,NA,NA,TTLL12,3,3
OG0011413,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,PRDM4,3,3
OG0011422,NA,NA,NA,NA,NA,NA,pigmentation,NA,IFT27,4,2
OG0011424,NA,NA,NA,NA,relaxed,NA,NA,NA,CYP27C1,3,3
OG0011427,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC126,3,3
OG0011428,NA,NA,NA,NA,relaxed,NA,NA,NA,NUDC,3,3
OG0011430,NA,NA,NA,NA,relaxed,NA,NA,NA,SMAP2,3,3
OG0011453,NA,NA,NA,NA,NA,NA,NA,eyeloss,PDHX,4,2
OG0011458,NA,NA,NA,NA,relaxed,NA,NA,NA,MON2,3,3
OG0011460,NA,NA,NA,NA,relaxed,NA,NA,NA,BET1L,3,3
OG0011465,NA,NA,NA,NA,relaxed,NA,NA,NA,DDAH2,3,3
OG0011469,NA,NA,NA,NA,relaxed,NA,NA,NA,SNX30,3,3
OG0011471,NA,NA,NA,NA,relaxed,NA,NA,NA,ALDH7A1,3,3
OG0011480,NA,NA,NA,NA,relaxed,NA,NA,NA,WDR45,3,3
OG0011497,NA,NA,NA,NA,relaxed,NA,NA,NA,DDHD2,3,3
OG0011500,NA,NA,NA,NA,relaxed,NA,NA,NA,PPWD1,3,3
OG0011503,NA,NA,NA,NA,relaxed,NA,NA,NA,CENPT,3,3
OG0011506,NA,NA,NA,NA,relaxed,NA,NA,NA,RPL13,3,3
OG0011524,NA,NA,NA,NA,NA,NA,NA,eyeloss,XXYLT1,4,2
OG0011529,NA,NA,NA,NA,relaxed,NA,NA,NA,MRPL4,3,3
OG0011540,NA,NA,NA,NA,relaxed,NA,NA,NA,GNPNAT1,3,3
OG0011542,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC175,3,3
OG0011543,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PNN,3,3
OG0011544,NA,NA,NA,NA,relaxed,NA,NA,NA,KHK,3,3
OG0011553,NA,NA,NA,NA,relaxed,NA,NA,NA,RCOR1,3,3
