gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
SHROOM3,OG0008015,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SIGIRR,OG0011788,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SIK2,OG0007855,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SIK3,OG0009977,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SIRT2,OG0011144,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SIRT7,OG0010448,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SKI,OG0005186,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SKP2,OG0006513,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLAIN1,OG0003836,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLAIN2,OG0009301,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC10A1,OG0006967,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC13A3,OG0009621,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC15A5,OG0012373,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC16A6,OG0006649,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC17A9,OG0007981,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC18A3,OG0006061,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC22A16,OG0010965,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC22A18,OG0010086,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC22A23,OG0003842,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC23A3,OG0008120,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC25A10,OG0006130,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC25A21,OG0010404,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC25A26,OG0007650,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC25A29,OG0005317,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC25A38,OG0003991,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC25A46,OG0007164,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC26A3,OG0009587,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC30A1,OG0004736,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC30A10,OG0004339,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC35A1,OG0006434,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC35E2B,OG0007437,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC35E4,OG0005389,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC35F5,OG0009408,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC35F6,OG0009134,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC38A6,OG0010129,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC38A7,OG0004892,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC39A11,OG0009272,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC39A13,OG0007658,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC39A3,OG0010137,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC39A5,OG0011183,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC3A1,OG0008372,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC45A2,OG0010458,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SLC45A4,OG0004247,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC46A1,OG0008848,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC48A1,OG0010384,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC4A1AP,OG0010503,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC5A5,OG0011026,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC5A6,OG0004151,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC6A9,OG0004921,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC7A5,OG0005381,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC8B1,OG0008672,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLC9A8,OG0010555,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLC9A9,OG0012506,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SLCO2B1,OG0007520,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SLX4IP,OG0012000,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SMC4,OG0011423,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SMCO1,OG0012346,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMG6,OG0004385,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SMG7,OG0007950,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SMIM20,OG0006697,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMPD1,OG0007858,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMS,OG0004605,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMTN,OG0011438,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMYD3,OG0002857,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SMYD5,OG0010670,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNAP29,OG0009991,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNAP47,OG0010567,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNAPC1,OG0010747,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNAPC4,OG0004776,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNED1,OG0009576,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNTA1,OG0009399,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNTN,OG0012263,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SNW1,OG0004580,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SNX15,OG0009987,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNX18,OG0003970,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SNX19,OG0006642,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNX25,OG0007786,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SNX30,OG0005088,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SNX33,OG0010738,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SNX9,OG0006172,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SOCS6,OG0004913,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SOCS7,OG0007185,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SOGA3,OG0006724,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SON,OG0005051,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SORL1,OG0007414,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SOWAHA,OG0010451,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SOWAHB,OG0011995,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SOWAHD,OG0010018,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SOX8,OG0006587,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPAG1,OG0004058,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPAG6,OG0007183,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SPAST,OG0007861,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPATA2,OG0007960,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPATA20,OG0010180,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPATA22,OG0009598,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPATA2L,OG0006902,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPATA5,OG0010693,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPCS2,OG0005581,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPDL1,OG0006335,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPEN,OG0004798,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPG20,OG0006713,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPI1,OG0005906,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPIC,OG0004305,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPICE1,OG0010844,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPINT1,OG0004445,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPINT2,OG0005183,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPPL3,OG0008533,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SPTLC1,OG0005297,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SPTY2D1,OG0006020,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SQLE,OG0006839,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SQSTM1,OG0008820,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SRBD1,OG0007112,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SREK1,OG0007289,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SREK1IP1,OG0006095,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SRGAP3,OG0006745,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SRMS,OG0012328,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SRP14,OG0004984,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SRRM4,OG0006384,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SRRT,OG0006187,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SRSF2,OG0004728,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SSRP1,OG0003441,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
ST3GAL3,OG0004412,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
ST3GAL6,OG0011641,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STARD3,OG0008737,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STARD4,OG0011297,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STAT3,OG0009172,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STAT6,OG0008594,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STBD1,OG0008546,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STK10,OG0005383,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STK31,OG0011673,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STOML2,OG0007039,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
STON2,OG0010697,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STPG2,OG0012372,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STRA13,OG0011468,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STRA8,OG0012383,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STT3B,OG0007865,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STX4,OG0011445,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
STX8,OG0008585,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STYX,OG0008705,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
STYXL1,OG0011128,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SUCLG2,OG0007804,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SUFU,OG0007364,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUGCT,OG0006472,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SUGP1,OG0007192,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUN1,OG0004109,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SUPT16H,OG0009014,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUPT3H,OG0007360,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SUPV3L1,OG0004423,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SURF2,OG0008837,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SURF6,OG0008311,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUSD1,OG0005783,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUSD2,OG0011744,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUSD3,OG0003917,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SUSD4,OG0011016,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SUZ12,OG0004920,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SWT1,OG0007352,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SYBU,OG0009260,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYCE3,OG0011911,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SYNE3,OG0010716,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYNGAP1,OG0005878,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYNJ1,OG0007892,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SYNPO2,OG0005877,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYNPO2L,OG0005351,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYT14,OG0004180,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SYT15,OG0012299,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SYT16,OG0011928,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYT17,OG0010798,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SYT7,OG0003995,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SYTL4,OG0011588,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SYTL5,OG0009475,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SYVN1,OG0007013,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TAC3,OG0007333,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TACC1,OG0005529,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TADA1,OG0008694,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TADA2B,OG0008219,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TAF1,OG0007906,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TAF12,OG0005705,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TAF1D,OG0011907,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TAF3,OG0009372,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TAF6,OG0007307,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TALDO1,OG0007234,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TANC1,OG0010736,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TANK,OG0007824,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TAPBP,OG0011270,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TARDBP,OG0004047,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TASP1,OG0006897,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TAZ,OG0011173,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBATA,OG0007676,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBC1D16,OG0009021,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBC1D23,OG0009243,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TBC1D2B,OG0008884,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TBC1D31,OG0007491,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TBCC,OG0007123,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBCCD1,OG0008248,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBCD,OG0005589,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBL2,OG0008315,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TBPL1,OG0010414,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBRG4,OG0007644,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TBX22,OG0007724,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TCEANC2,OG0009941,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TCF19,OG0008351,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TCTA,OG0008661,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TCTEX1D2,OG0011393,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TCTN2,OG0012095,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TCTN3,OG0011905,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TDG,OG0005534,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TDP2,OG0004614,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TDRD1,OG0003619,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TDRD12,OG0011947,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TDRD3,OG0006660,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TDRD5,OG0011515,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TDRD7,OG0006245,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TDRD9,OG0005740,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TECPR2,OG0006546,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TEKT1,OG0011274,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TEKT2,OG0009897,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TEKT4,OG0008290,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TELO2,OG0010188,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TENC1,OG0007961,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TEPP,OG0012624,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TET2,OG0010740,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TEX10,OG0007421,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TEX264,OG0011080,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TEX33,OG0012348,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TEX49,OG0012594,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TFIP11,OG0010273,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TFPT,OG0005359,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TG,OG0007314,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TGFBI,OG0009109,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TGFBRAP1,OG0005026,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TGOLN2,OG0006943,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TGS1,OG0010228,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
THADA,OG0008323,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
THAP4,OG0004945,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
THBD,OG0003870,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
THG1L,OG0007285,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
THNSL2,OG0008382,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
THRAP3,OG0007814,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
THTPA,OG0011447,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
THYN1,OG0005860,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TIAM1,OG0006595,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TICAM1,OG0012527,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TIMELESS,OG0007722,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TIMM50,OG0004282,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TIMP3,OG0012293,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TLDC2,OG0004774,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TM2D1,OG0007316,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TM2D2,OG0009369,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TM9SF1,OG0008666,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMBIM6,OG0006065,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMC6,OG0009348,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMCO1,OG0009248,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMCO6,OG0008625,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEFF2,OG0006289,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM107,OG0009546,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM117,OG0005045,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM119,OG0007229,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM127,OG0005233,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM130,OG0011966,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM138,OG0007572,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM145,OG0004468,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM167A,OG0006678,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM167B,OG0006689,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM173,OG0009989,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM18,OG0009647,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM181,OG0011323,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM194A,OG0008854,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM194B,OG0010645,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM200C,OG0006985,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM201,OG0007768,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM208,OG0006308,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM221,OG0012060,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM222,OG0009549,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM223,OG0010200,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM230,OG0003854,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM231,OG0009017,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM234,OG0010098,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM246,OG0006831,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM25,OG0005116,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM252,OG0012502,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM258,OG0003892,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM259,OG0010801,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM27,OG0005275,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM38B,OG0007118,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM5,OG0005898,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM52,OG0012089,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TMEM59,OG0006118,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM59L,OG0011200,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM68,OG0003217,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMEM71,OG0011099,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM72,OG0011008,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMEM82,OG0008548,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMPRSS13,OG0006743,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMPRSS2,OG0007410,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMPRSS3,OG0006776,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TMPRSS4,OG0006237,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMPRSS6,OG0009858,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TMX2,OG0004672,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNFAIP6,OG0007081,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TNFRSF17,OG0012396,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
TNFRSF19,OG0005362,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNFRSF1B,OG0005506,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNFSF13,OG0012442,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNIP1,OG0009918,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNMD,OG0010296,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TNRC18,OG0003491,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TOE1,OG0006451,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TOLLIP,OG0007715,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TOMM34,OG0008601,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TOMM7,OG0008049,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
TOP3A,OG0008582,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
TOPORS,OG0004039,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
